isic_id,status,crop_path
ISIC_0096227,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0096227.jpg
ISIC_0096328,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0096328.jpg
ISIC_0097499,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0097499.jpg
ISIC_0097500,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0097500.jpg
ISIC_0097997,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0097997.jpg
ISIC_0098198,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0098198.jpg
ISIC_0098784,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0098784.jpg
ISIC_0099474,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0099474.jpg
ISIC_0099546,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0099546.jpg
ISIC_0100550,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0100550.jpg
ISIC_0103298,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0103298.jpg
ISIC_0105145,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0105145.jpg
ISIC_0106091,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0106091.jpg
ISIC_0109415,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0109415.jpg
ISIC_0109568,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0109568.jpg
ISIC_0109703,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0109703.jpg
ISIC_0109869,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0109869.jpg
ISIC_0112097,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0112097.jpg
ISIC_0112444,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0112444.jpg
ISIC_0112884,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0112884.jpg
ISIC_0113820,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0113820.jpg
ISIC_0114225,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0114225.jpg
ISIC_0120729,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0120729.jpg
ISIC_0124849,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0124849.jpg
ISIC_0125706,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0125706.jpg
ISIC_0134357,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0134357.jpg
ISIC_0136526,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0136526.jpg
ISIC_0140339,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0140339.jpg
ISIC_0147642,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0147642.jpg
ISIC_0147817,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0147817.jpg
ISIC_0147869,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0147869.jpg
ISIC_0148465,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0148465.jpg
ISIC_0148643,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0148643.jpg
ISIC_0148677,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0148677.jpg
ISIC_0148751,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0148751.jpg
ISIC_0148783,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0148783.jpg
ISIC_0149527,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0149527.jpg
ISIC_0149568,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0149568.jpg
ISIC_0149698,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0149698.jpg
ISIC_0149918,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0149918.jpg
ISIC_0150363,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0150363.jpg
ISIC_0150975,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0150975.jpg
ISIC_0151200,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0151200.jpg
ISIC_0152307,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0152307.jpg
ISIC_0152823,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0152823.jpg
ISIC_0153265,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0153265.jpg
ISIC_0153549,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0153549.jpg
ISIC_0153589,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0153589.jpg
ISIC_0153911,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0153911.jpg
ISIC_0153932,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0153932.jpg
ISIC_0154032,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0154032.jpg
ISIC_0154253,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0154253.jpg
ISIC_0154338,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0154338.jpg
ISIC_0154813,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0154813.jpg
ISIC_0154870,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0154870.jpg
ISIC_0154872,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0154872.jpg
ISIC_0154880,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0154880.jpg
ISIC_0155012,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0155012.jpg
ISIC_0155173,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0155173.jpg
ISIC_0155273,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0155273.jpg
ISIC_0155473,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0155473.jpg
ISIC_0155575,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0155575.jpg
ISIC_0156460,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0156460.jpg
ISIC_0156642,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0156642.jpg
ISIC_0156772,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0156772.jpg
ISIC_0157530,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0157530.jpg
ISIC_0157923,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0157923.jpg
ISIC_0158127,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0158127.jpg
ISIC_0158187,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0158187.jpg
ISIC_0159060,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0159060.jpg
ISIC_0159568,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0159568.jpg
ISIC_0159663,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0159663.jpg
ISIC_0159746,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0159746.jpg
ISIC_0159782,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0159782.jpg
ISIC_0159996,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0159996.jpg
ISIC_0160270,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0160270.jpg
ISIC_0160340,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0160340.jpg
ISIC_0160455,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0160455.jpg
ISIC_0160831,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0160831.jpg
ISIC_0161840,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0161840.jpg
ISIC_0162627,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0162627.jpg
ISIC_0162708,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0162708.jpg
ISIC_0162967,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0162967.jpg
ISIC_0163110,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0163110.jpg
ISIC_0163463,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0163463.jpg
ISIC_0163639,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0163639.jpg
ISIC_0163765,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0163765.jpg
ISIC_0163767,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0163767.jpg
ISIC_0163812,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0163812.jpg
ISIC_0164145,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0164145.jpg
ISIC_0164297,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0164297.jpg
ISIC_0164329,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0164329.jpg
ISIC_0164388,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0164388.jpg
ISIC_0164512,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0164512.jpg
ISIC_0164603,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0164603.jpg
ISIC_0164809,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0164809.jpg
ISIC_0165273,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0165273.jpg
ISIC_0165449,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0165449.jpg
ISIC_0165903,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0165903.jpg
ISIC_0165945,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0165945.jpg
ISIC_0166059,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0166059.jpg
ISIC_0166202,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0166202.jpg
ISIC_0166935,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0166935.jpg
ISIC_0166988,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0166988.jpg
ISIC_0167093,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0167093.jpg
ISIC_0168306,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0168306.jpg
ISIC_0168399,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0168399.jpg
ISIC_0168418,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0168418.jpg
ISIC_0168678,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0168678.jpg
ISIC_0169604,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0169604.jpg
ISIC_0169687,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0169687.jpg
ISIC_0170008,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0170008.jpg
ISIC_0170059,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0170059.jpg
ISIC_0170101,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0170101.jpg
ISIC_0170285,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0170285.jpg
ISIC_0170545,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0170545.jpg
ISIC_0170583,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0170583.jpg
ISIC_0170636,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0170636.jpg
ISIC_0170676,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0170676.jpg
ISIC_0170696,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0170696.jpg
ISIC_0170960,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0170960.jpg
ISIC_0171235,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0171235.jpg
ISIC_0171946,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0171946.jpg
ISIC_0171983,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0171983.jpg
ISIC_0172020,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0172020.jpg
ISIC_0172163,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0172163.jpg
ISIC_0172865,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0172865.jpg
ISIC_0172959,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0172959.jpg
ISIC_0173137,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0173137.jpg
ISIC_0173213,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0173213.jpg
ISIC_0173385,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0173385.jpg
ISIC_0173485,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0173485.jpg
ISIC_0174405,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0174405.jpg
ISIC_0174527,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0174527.jpg
ISIC_0174903,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0174903.jpg
ISIC_0174983,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0174983.jpg
ISIC_0175364,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0175364.jpg
ISIC_0175486,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0175486.jpg
ISIC_0175530,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0175530.jpg
ISIC_0175837,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0175837.jpg
ISIC_0176577,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0176577.jpg
ISIC_0176781,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0176781.jpg
ISIC_0177190,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0177190.jpg
ISIC_0177304,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0177304.jpg
ISIC_0177860,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0177860.jpg
ISIC_0178430,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0178430.jpg
ISIC_0178744,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0178744.jpg
ISIC_0179056,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0179056.jpg
ISIC_0179074,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0179074.jpg
ISIC_0179104,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0179104.jpg
ISIC_0179191,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0179191.jpg
ISIC_0179267,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0179267.jpg
ISIC_0180194,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0180194.jpg
ISIC_0180510,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0180510.jpg
ISIC_0180660,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0180660.jpg
ISIC_0181017,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0181017.jpg
ISIC_0181059,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0181059.jpg
ISIC_0181374,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0181374.jpg
ISIC_0181445,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0181445.jpg
ISIC_0181678,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0181678.jpg
ISIC_0182020,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0182020.jpg
ISIC_0182730,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0182730.jpg
ISIC_0183256,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0183256.jpg
ISIC_0183290,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0183290.jpg
ISIC_0183925,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0183925.jpg
ISIC_0184482,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0184482.jpg
ISIC_0184688,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0184688.jpg
ISIC_0184944,roi_bbox,C:\Users\Saurabh\Desktop\PE2_Project\outputs\roi_crops\ISIC_0184944.jpg
